subtitle_id,start,end,micro_id,status,source_text
S2475,01:37:54.56,01:37:57.96,M129,已覆盖并人工复核,so I introduced this variable called n
S2476,01:37:56.43,01:38:01.07,M129,已覆盖并人工复核,layer which just specifies how many
S2477,01:37:57.96,01:38:02.52,M129,已覆盖并人工复核,layers of the blocks we're going to have
S2478,01:38:01.07,01:38:05.55,M129,已覆盖并人工复核,I created a bunch of blocks and we have
S2479,01:38:02.52,01:38:07.71,M129,已覆盖并人工复核,a new variable number of heads as well I
S2480,01:38:05.56,01:38:10.00,M129,已覆盖并人工复核,pulled out the layer Norm here and uh so
S2481,01:38:07.71,01:38:13.19,M129,已覆盖并人工复核,this is identical now one thing that I
S2482,01:38:10.00,01:38:15.56,M130,已覆盖并人工复核,did briefly change is I added a Dropout
S2483,01:38:13.19,01:38:17.96,M130,已覆盖并人工复核,so Dropout is something that you can add
S2484,01:38:15.56,01:38:19.88,M130,已覆盖并人工复核,right before the residual connection
S2485,01:38:17.96,01:38:22.39,M130,已覆盖并人工复核,back right before the connection back
S2486,01:38:19.88,01:38:26.15,M130,已覆盖并人工复核,into the residual pathway so we can drop
S2487,01:38:22.39,01:38:27.87,M130,已覆盖并人工复核,out that as l layer here we can drop out
S2488,01:38:26.15,01:38:30.39,M130,已覆盖并人工复核,uh here at the end of the multi-headed
S2489,01:38:27.88,01:38:34.27,M130,已覆盖并人工复核,exension as well and we can also drop
S2490,01:38:30.39,01:38:36.00,M131,已覆盖并人工复核,out here uh when we calculate the um
S2491,01:38:34.27,01:38:38.27,M131,已覆盖并人工复核,basically affinities and after the
S2492,01:38:36.00,01:38:40.11,M131,已覆盖并人工复核,softmax we can drop out some of those so
S2493,01:38:38.27,01:38:41.11,M131,已覆盖并人工复核,we can randomly prevent some of the
S2494,01:38:40.11,01:38:43.79,M131,已覆盖并人工复核,nodes from
S2495,01:38:41.11,01:38:49.03,M131,已覆盖并人工复核,communicating and so Dropout uh comes
S2496,01:38:43.80,01:38:50.80,M131,已覆盖并人工复核,from this paper from 2014 or so and
S2497,01:38:49.03,01:38:53.47,M131,已覆盖并人工复核,basically it takes your neural
S2498,01:38:50.80,01:38:56.44,M131,已覆盖并人工复核,nut and it randomly every forward
S2499,01:38:53.47,01:38:59.51,M131,已覆盖并人工复核,backward pass shuts off some subset of
S2500,01:38:56.43,01:39:02.63,M131,已覆盖并人工复核,uh neurons so randomly drops them to
S2501,01:38:59.52,01:39:04.88,M131,已覆盖并人工复核,zero and trains without them and what
S2502,01:39:02.63,01:39:06.52,M131,已覆盖并人工复核,this does effectively is because the
S2503,01:39:04.88,01:39:07.96,M131,已覆盖并人工复核,mask of what's being dropped out is
S2504,01:39:06.52,01:39:11.00,M132,已覆盖并人工复核,changed every single forward backward
S2505,01:39:07.96,01:39:13.59,M132,已覆盖并人工复核,pass it ends up kind of uh training an
S2506,01:39:11.00,01:39:15.15,M132,已覆盖并人工复核,ensemble of sub networks and then at
S2507,01:39:13.59,01:39:16.71,M132,已覆盖并人工复核,test time everything is fully enabled
S2508,01:39:15.15,01:39:18.79,M132,已覆盖并人工复核,and kind of all of those sub networks
S2509,01:39:16.71,01:39:20.11,M132,已覆盖并人工复核,are merged into a single Ensemble if you
S2510,01:39:18.80,01:39:22.40,M132,已覆盖并人工复核,can if you want to think about it that
S2511,01:39:20.11,01:39:24.47,M132,已覆盖并人工复核,way so I would read the paper to get the
S2512,01:39:22.39,01:39:25.96,M132,已覆盖并人工复核,full detail for now we're just going to
S2513,01:39:24.47,01:39:28.63,M132,已覆盖并人工复核,stay on the level of this is a
S2514,01:39:25.96,01:39:30.11,M132,已覆盖并人工复核,regularization technique and I added it
S2515,01:39:28.63,01:39:32.35,M132,已覆盖并人工复核,because I'm about to scale up the model
S2516,01:39:30.11,01:39:34.75,M132,已覆盖并人工复核,quite a bit and I was concerned about
S2517,01:39:32.35,01:39:36.96,M132,已覆盖并人工复核,overfitting so now when we scroll up to
S2518,01:39:34.76,01:39:38.59,M133,已覆盖并人工复核,the top uh we'll see that I changed a
S2519,01:39:36.96,01:39:40.76,M133,已覆盖并人工复核,number of hyper parameters here about
S2520,01:39:38.59,01:39:43.63,M133,已覆盖并人工复核,our neural nut so I made the batch size
S2521,01:39:40.76,01:39:46.11,M133,已覆盖并人工复核,be much larger now it's 64 I changed the
S2522,01:39:43.63,01:39:47.63,M133,已覆盖并人工复核,block size to be 256 so previously it
S2523,01:39:46.11,01:39:50.31,M133,已覆盖并人工复核,was just eight eight characters of
S2524,01:39:47.63,01:39:54.15,M133,已覆盖并人工复核,context now it is 256 characters of
S2525,01:39:50.31,01:39:55.84,M133,已覆盖并人工复核,context to predict the 257th
S2526,01:39:54.15,01:39:57.31,M133,已覆盖并人工复核,uh I brought down the learning rate a
S2527,01:39:55.84,01:39:58.80,M133,已覆盖并人工复核,little bit because the neural net is now
S2528,01:39:57.31,01:40:01.03,M133,已覆盖并人工复核,much bigger so I brought down the
S2529,01:39:58.80,01:40:05.36,M133,已覆盖并人工复核,learning rate the embedding Dimension is
S2530,01:40:01.03,01:40:08.19,M133,已覆盖并人工复核,now 384 and there are six heads so 384
S2531,01:40:05.35,01:40:11.63,M134,已覆盖并人工复核,divide 6 means that every head is 64
S2532,01:40:08.19,01:40:13.96,M134,已覆盖并人工复核,dimensional as it as a standard and then
S2533,01:40:11.63,01:40:15.88,M134,已覆盖并人工复核,there's going to be six layers of that
S2534,01:40:13.96,01:40:18.19,M134,已覆盖并人工复核,and the Dropout will be at 02 so every
S2535,01:40:15.88,01:40:21.56,M134,已覆盖并人工复核,forward backward pass 20% of all of
S2536,01:40:18.19,01:40:24.11,M134,已覆盖并人工复核,these um intermediate calculations are
S2537,01:40:21.56,01:40:25.56,M134,已覆盖并人工复核,disabled and dropped to zero
S2538,01:40:24.11,01:40:28.51,M134,已覆盖并人工复核,and then I already trained this and I
S2539,01:40:25.56,01:40:31.63,M134,已覆盖并人工复核,ran it so uh drum roll how well does it
S2540,01:40:28.52,01:40:34.84,M134,已覆盖并人工复核,perform so let me just scroll up
S2541,01:40:31.63,01:40:37.07,M134,已覆盖并人工复核,here we get a validation loss of
S2542,01:40:34.84,01:40:38.63,M134,已覆盖并人工复核,1.48 which is actually quite a bit of an
S2543,01:40:37.07,01:40:41.63,M135,已覆盖并人工复核,improvement on what we had before which
S2544,01:40:38.63,01:40:43.67,M135,已覆盖并人工复核,I think was 2.07 so it went from 2.07
S2545,01:40:41.63,01:40:45.40,M135,已覆盖并人工复核,all the way down to 1.48 just by scaling
S2546,01:40:43.67,01:40:47.67,M135,已覆盖并人工复核,up this neural nut with the code that we
S2547,01:40:45.39,01:40:49.71,M135,已覆盖并人工复核,have and this of course ran for a lot
S2548,01:40:47.67,01:40:52.88,M135,已覆盖并人工复核,longer this maybe trained for I want to
S2549,01:40:49.71,01:40:54.96,M135,已覆盖并人工复核,say about 15 minutes on my a100 GPU so
S2550,01:40:52.88,01:40:56.11,M135,已覆盖并人工复核,that's a pretty a GPU and if you don't
S2551,01:40:54.96,01:40:59.00,M135,已覆盖并人工复核,have a GPU you're not going to be able
S2552,01:40:56.11,01:41:01.47,M135,已覆盖并人工复核,to reproduce this uh on a CPU this would
S2553,01:40:59.00,01:41:03.00,M135,已覆盖并人工复核,be um I would not run this on a CPU or
S2554,01:41:01.47,01:41:04.75,M135,已覆盖并人工复核,MacBook or something like that you'll
S2555,01:41:03.00,01:41:06.80,M135,已覆盖并人工复核,have to Brak down the number of uh
S2556,01:41:04.76,01:41:09.76,M135,已覆盖并人工复核,layers and the embedding Dimension and
S2557,01:41:06.80,01:41:12.96,M135,已覆盖并人工复核,so on uh but in about 15 minutes we can
S2558,01:41:09.76,01:41:15.11,M135,已覆盖并人工复核,get this kind of a result and um I'm
S2559,01:41:12.96,01:41:17.43,M135,已覆盖并人工复核,printing some of the Shakespeare here
S2560,01:41:15.11,01:41:18.92,M135,已覆盖并人工复核,"but what I did also is I printed 10,000"
S2561,01:41:17.43,01:41:21.31,M136,已覆盖并人工复核,characters so a lot more and I wrote
S2562,01:41:18.92,01:41:24.31,M136,已覆盖并人工复核,them to a file and so here we see some
S2563,01:41:21.31,01:41:26.96,M136,已覆盖并人工复核,of the outputs
S2564,01:41:24.31,01:41:29.11,M136,已覆盖并人工复核,so it's a lot more recognizable as the
S2565,01:41:26.96,01:41:31.92,M136,已覆盖并人工复核,input text file so the input text file
S2566,01:41:29.11,01:41:33.59,M136,已覆盖并人工复核,just for reference looked like this so
S2567,01:41:31.92,01:41:37.71,M136,已覆盖并人工复核,there's always like someone speaking in
S2568,01:41:33.59,01:41:40.23,M136,已覆盖并人工复核,this manner and uh our predictions now
S2569,01:41:37.71,01:41:41.63,M136,已覆盖并人工复核,take on that form except of course
S2570,01:41:40.23,01:41:43.63,M136,已覆盖并人工复核,they're they're nonsensical when you
S2571,01:41:41.63,01:41:47.76,M136,已覆盖并人工复核,actually read them
S2572,01:41:43.63,01:41:48.80,M136,已覆盖并人工复核,so it is every crimp tap be a house oh
S2573,01:41:47.76,01:41:51.19,M136,已覆盖并人工复核,those
S2574,01:41:48.80,01:41:55.23,M136,已覆盖并人工复核,prepation we give
S2575,01:41:51.19,01:41:55.23,M136,已覆盖并人工复核,heed um you know
S2576,01:41:56.15,01:41:59.71,M136,已覆盖并人工复核,Oho sent me you mighty
S2577,01:41:59.80,01:42:04.67,M136,已覆盖并人工复核,Lord anyway so you can read through this
S2578,01:42:02.35,01:42:06.51,M136,已覆盖并人工复核,um it's nonsensical of course but this
S2579,01:42:04.67,01:42:09.11,M136,已覆盖并人工复核,is just a Transformer trained on a
S2580,01:42:06.52,01:42:10.56,M136,已覆盖并人工复核,character level for 1 million characters
S2581,01:42:09.11,01:42:12.71,M136,已覆盖并人工复核,that come from Shakespeare so there's
S2582,01:42:10.56,01:42:14.71,M136,已覆盖并人工复核,sort of like blabbers on in Shakespeare
S2583,01:42:12.71,01:42:18.00,M136,已覆盖并人工复核,like manner but it doesn't of course
S2584,01:42:14.71,01:42:19.15,M136,已覆盖并人工复核,make sense at this scale uh but I think
S2585,01:42:18.00,01:42:20.80,M136,已覆盖并人工复核,I think still a pretty good
S2586,01:42:19.15,01:42:24.47,M136,已覆盖并人工复核,demonstration of what's
S2587,01:42:20.80,01:42:26.36,M136,已覆盖并人工复核,possible so now
S2588,01:42:24.47,01:42:28.71,M136,已覆盖并人工复核,I think uh that kind of like concludes
S2589,01:42:26.35,01:42:30.43,M136,已覆盖并人工复核,the programming section of this video we
S2590,01:42:28.71,01:42:32.84,M136,已覆盖并人工复核,basically kind of uh did a pretty good
S2591,01:42:30.43,01:42:35.31,M136,已覆盖并人工复核,job and um of implementing this
S2592,01:42:32.84,01:42:37.48,M136,已覆盖并人工复核,Transformer uh but the picture doesn't
S2593,01:42:35.31,01:42:38.88,M136,已覆盖并人工复核,exactly match up to what we've done so
S2594,01:42:37.47,01:42:41.35,M136,已覆盖并人工复核,what's going on with all these digital
S2595,01:42:38.88,01:42:43.07,M136,已覆盖并人工复核,Parts here so let me finish explaining
S2596,01:42:41.35,01:42:45.83,M136,已覆盖并人工复核,this architecture and why it looks so
S2597,01:42:43.07,01:42:47.92,M137,已覆盖并人工复核,funky basically what's happening here is
S2598,01:42:45.84,01:42:50.84,M137,已覆盖并人工复核,what we implemented here is a decoder
S2599,01:42:47.92,01:42:52.92,M137,已覆盖并人工复核,only Transformer so there's no component
S2600,01:42:50.84,01:42:55.76,M137,已覆盖并人工复核,here this part is called the encoder and
S2601,01:42:52.92,01:42:58.11,M137,已覆盖并人工复核,there's no cross attention block here
S2602,01:42:55.76,01:43:00.36,M137,已覆盖并人工复核,our block only has a self attention and
S2603,01:42:58.11,01:43:03.27,M137,已覆盖并人工复核,the feet forward so it is missing this
S2604,01:43:00.35,01:43:05.47,M137,已覆盖并人工复核,third in between piece here this piece
S2605,01:43:03.27,01:43:07.07,M137,已覆盖并人工复核,does cross attention so we don't have it
S2606,01:43:05.47,01:43:08.87,M137,已覆盖并人工复核,and we don't have the encoder we just
S2607,01:43:07.07,01:43:12.11,M137,已覆盖并人工复核,have the decoder and the reason we have
S2608,01:43:08.88,01:43:13.44,M137,已覆盖并人工复核,a decoder only uh is because we are just
S2609,01:43:12.11,01:43:15.19,M137,已覆盖并人工复核,uh generating text and it's
S2610,01:43:13.43,01:43:16.83,M137,已覆盖并人工复核,unconditioned on anything we're just
S2611,01:43:15.19,01:43:19.67,M137,已覆盖并人工复核,we're just blabbering on according to a
S2612,01:43:16.84,01:43:21.96,M137,已覆盖并人工复核,given data set what makes it a decoder
S2613,01:43:19.67,01:43:24.35,M137,已覆盖并人工复核,is that we are using the Triangular mask
S2614,01:43:21.96,01:43:26.19,M138,已覆盖并人工复核,in our uh trans former so it has this
S2615,01:43:24.35,01:43:28.92,M138,已覆盖并人工复核,Auto regressive property where we can
S2616,01:43:26.19,01:43:30.23,M138,已覆盖并人工复核,just uh go and sample from it so the
S2617,01:43:28.92,01:43:32.44,M138,已覆盖并人工复核,fact that it's using the Triangular
S2618,01:43:30.23,01:43:34.75,M138,已覆盖并人工复核,triangular mask to mask out the
S2619,01:43:32.43,01:43:37.39,M138,已覆盖并人工复核,attention makes it a decoder and it can
S2620,01:43:34.76,01:43:39.07,M138,已覆盖并人工复核,be used for language modeling now the
S2621,01:43:37.39,01:43:41.31,M138,已覆盖并人工复核,reason that the original paper had an
S2622,01:43:39.07,01:43:43.43,M138,已覆盖并人工复核,incoder decoder architecture is because
S2623,01:43:41.31,01:43:45.88,M138,已覆盖并人工复核,it is a machine translation paper so it
S2624,01:43:43.43,01:43:49.67,M138,已覆盖并人工复核,is concerned with a different setting in
S2625,01:43:45.88,01:43:52.23,M139,已覆盖并人工复核,particular it expects some uh tokens
S2626,01:43:49.67,01:43:54.03,M139,已覆盖并人工复核,that encode say for example French and
S2627,01:43:52.23,01:43:56.79,M139,已覆盖并人工复核,then it is expecting to decode the
S2628,01:43:54.03,01:43:59.47,M139,已覆盖并人工复核,translation in English so so you
S2629,01:43:56.80,01:44:02.07,M139,已覆盖并人工复核,typically these here are special tokens
S2630,01:43:59.47,01:44:04.19,M139,已覆盖并人工复核,so you are expected to read in this and
S2631,01:44:02.07,01:44:05.71,M139,已覆盖并人工复核,condition on it and then you start off
S2632,01:44:04.19,01:44:08.00,M139,已覆盖并人工复核,the generation with a special token
S2633,01:44:05.71,01:44:10.84,M139,已覆盖并人工复核,called start so this is a special new
S2634,01:44:08.00,01:44:12.92,M139,已覆盖并人工复核,token um that you introduce and always
S2635,01:44:10.84,01:44:15.71,M139,已覆盖并人工复核,place in the beginning and then the
S2636,01:44:12.92,01:44:17.88,M139,已覆盖并人工复核,network is expected to Output neural
S2637,01:44:15.71,01:44:20.11,M139,已覆盖并人工复核,networks are awesome and then a special
S2638,01:44:17.88,01:44:23.15,M139,已覆盖并人工复核,end token to finish the
S2639,01:44:20.11,01:44:25.51,M139,已覆盖并人工复核,generation so this part here will be
S2640,01:44:23.15,01:44:27.19,M140,已覆盖并人工复核,decoded exactly as we we've done it
S2641,01:44:25.52,01:44:29.92,M140,已覆盖并人工复核,neural networks are awesome will be
S2642,01:44:27.19,01:44:32.59,M140,已覆盖并人工复核,identical to what we did but unlike what
S2643,01:44:29.92,01:44:34.92,M140,已覆盖并人工复核,we did they wanton to condition the
S2644,01:44:32.59,01:44:36.67,M140,已覆盖并人工复核,generation on some additional
S2645,01:44:34.92,01:44:38.23,M140,已覆盖并人工复核,information and in that case this
S2646,01:44:36.67,01:44:39.67,M140,已覆盖并人工复核,additional information is the French
S2647,01:44:38.23,01:44:42.87,M140,已覆盖并人工复核,sentence that they should be
S2648,01:44:39.67,01:44:45.59,M140,已覆盖并人工复核,translating so what they do now is they
S2649,01:44:42.88,01:44:48.52,M140,已覆盖并人工复核,bring in the encoder now the encoder
S2650,01:44:45.59,01:44:50.56,M140,已覆盖并人工复核,reads this part here so we're only going
S2651,01:44:48.52,01:44:52.76,M140,已覆盖并人工复核,to take the part of French and we're
S2652,01:44:50.56,01:44:54.76,M141,已覆盖并人工复核,going to uh create tokens from it
S2653,01:44:52.76,01:44:57.28,M141,已覆盖并人工复核,exactly as we've seen in our video and
S2654,01:44:54.76,01:44:58.92,M141,已覆盖并人工复核,we're going to put a Transformer on it
S2655,01:44:57.27,01:45:00.71,M141,已覆盖并人工复核,but there's going to be no triangular
S2656,01:44:58.92,01:45:02.11,M141,已覆盖并人工复核,mask and so all the tokens are allowed
S2657,01:45:00.71,01:45:04.35,M141,已覆盖并人工复核,to talk to each other as much as they
S2658,01:45:02.11,01:45:07.27,M141,已覆盖并人工复核,want and they're just encoding
S2659,01:45:04.35,01:45:10.96,M141,已覆盖并人工复核,whatever's the content of this French uh
S2660,01:45:07.27,01:45:13.43,M141,已覆盖并人工复核,sentence once they've encoded it they
S2661,01:45:10.96,01:45:14.96,M141,已覆盖并人工复核,they basically come out in the top here
S2662,01:45:13.43,01:45:17.75,M141,已覆盖并人工复核,and then what happens here is in our
S2663,01:45:14.96,01:45:20.03,M141,已覆盖并人工复核,decoder which does the uh language
S2664,01:45:17.76,01:45:22.00,M141,已覆盖并人工复核,modeling there's an additional
S2665,01:45:20.03,01:45:23.51,M141,已覆盖并人工复核,connection here to the outputs of the
S2666,01:45:22.00,01:45:26.00,M141,已覆盖并人工复核,encoder
S2667,01:45:23.52,01:45:28.04,M141,已覆盖并人工复核,and that is brought in through a cross
S2668,01:45:26.00,01:45:30.23,M142,已覆盖并人工复核,attention so the queries are still
S2669,01:45:28.03,01:45:32.51,M142,已覆盖并人工复核,generated from X but now the keys and
S2670,01:45:30.23,01:45:34.27,M142,已覆盖并人工复核,the values are coming from the side the
S2671,01:45:32.52,01:45:36.88,M142,已覆盖并人工复核,keys and the values are coming from the
S2672,01:45:34.27,01:45:40.00,M142,已覆盖并人工复核,top generated by the nodes that came
S2673,01:45:36.88,01:45:42.19,M142,已覆盖并人工复核,outside of the de the encoder and those
S2674,01:45:40.00,01:45:45.35,M142,已覆盖并人工复核,tops the keys and the values there the
S2675,01:45:42.19,01:45:47.75,M142,已覆盖并人工复核,top of it feed in on a side into every
S2676,01:45:45.35,01:45:49.23,M142,已覆盖并人工复核,single block of the decoder and so
S2677,01:45:47.76,01:45:51.36,M142,已覆盖并人工复核,that's why there's an additional cross
S2678,01:45:49.23,01:45:53.63,M142,已覆盖并人工复核,attention and really what it's doing is
S2679,01:45:51.35,01:45:55.92,M142,已覆盖并人工复核,it's conditioning the decoding
S2680,01:45:53.63,01:45:59.63,M143,已覆盖并人工复核,not just on the past of this current
S2681,01:45:55.92,01:46:04.03,M143,已覆盖并人工复核,decoding but also on having seen the
S2682,01:45:59.63,01:46:06.59,M143,已覆盖并人工复核,full fully encoded French um prompt sort
S2683,01:46:04.03,01:46:07.43,M143,已覆盖并人工复核,of and so it's an encoder decoder model
S2684,01:46:06.59,01:46:09.84,M143,已覆盖并人工复核,which is why we have those two
S2685,01:46:07.43,01:46:12.00,M143,已覆盖并人工复核,Transformers an additional block and so
S2686,01:46:09.84,01:46:13.88,M143,已覆盖并人工复核,on so we did not do this because we have
S2687,01:46:12.00,01:46:15.47,M143,已覆盖并人工复核,no we have nothing to encode there's no
S2688,01:46:13.88,01:46:16.96,M143,已覆盖并人工复核,conditioning we just have a text file
S2689,01:46:15.47,01:46:19.00,M143,已覆盖并人工复核,and we just want to imitate it and
S2690,01:46:16.96,01:46:21.76,M143,已覆盖并人工复核,that's why we are using a decoder only
S2691,01:46:19.00,01:46:24.03,M143,已覆盖并人工复核,Transformer exactly as done in
S2692,01:46:21.76,01:46:26.11,M143,已覆盖并人工复核,GPT okay okay so now I wanted to do a
S2693,01:46:24.03,01:46:28.59,M143,已覆盖并人工复核,very brief walkthrough of nanog GPT
S2694,01:46:26.11,01:46:30.43,M144,已覆盖并人工复核,which you can find in my GitHub and uh
S2695,01:46:28.59,01:46:33.71,M144,已覆盖并人工复核,nanog GPT is basically two files of
S2696,01:46:30.43,01:46:35.87,M144,已覆盖并人工复核,Interest there's train.py and model.py
S2697,01:46:33.71,01:46:38.23,M144,已覆盖并人工复核,train.py is all the boilerplate code for
S2698,01:46:35.88,01:46:40.31,M144,已覆盖并人工复核,training the network it is basically all
S2699,01:46:38.23,01:46:42.75,M144,已覆盖并人工复核,the stuff that we had here it's the
S2700,01:46:40.31,01:46:44.47,M144,已覆盖并人工复核,training loop it's just that it's a lot
S2701,01:46:42.76,01:46:46.11,M144,已覆盖并人工复核,more complicated because we're saving
S2702,01:46:44.47,01:46:48.27,M144,已覆盖并人工复核,and loading checkpoints and pre-trained
S2703,01:46:46.11,01:46:50.11,M144,已覆盖并人工复核,weights and we are uh decaying the
S2704,01:46:48.27,01:46:51.63,M144,已覆盖并人工复核,learning rate and compiling the model
S2705,01:46:50.11,01:46:54.51,M144,已覆盖并人工复核,and using distributed training across
S2706,01:46:51.63,01:46:56.31,M144,已覆盖并人工复核,multiple nodes or GP use so the training
S2707,01:46:54.52,01:46:59.67,M144,已覆盖并人工复核,Pi gets a little bit more hairy
S2708,01:46:56.31,01:47:01.96,M145,已覆盖并人工复核,complicated uh there's more options Etc
S2709,01:46:59.67,01:47:04.35,M145,已覆盖并人工复核,but the model.py should look very very
S2710,01:47:01.96,01:47:08.07,M145,已覆盖并人工复核,um similar to what we've done here in
S2711,01:47:04.35,01:47:09.79,M145,已覆盖并人工复核,fact the model is is almost identical so
S2712,01:47:08.07,01:47:11.92,M145,已覆盖并人工复核,first here we have the causal self
S2713,01:47:09.80,01:47:13.71,M145,已覆盖并人工复核,attention block and all of this should
S2714,01:47:11.92,01:47:16.15,M145,已覆盖并人工复核,look very very recognizable to you we're
S2715,01:47:13.71,01:47:18.39,M145,已覆盖并人工复核,producing queries Keys values we're
S2716,01:47:16.15,01:47:20.59,M145,已覆盖并人工复核,doing Dot products we're masking
S2717,01:47:18.39,01:47:23.35,M145,已覆盖并人工复核,applying soft Maxs optionally dropping
S2718,01:47:20.59,01:47:25.96,M145,已覆盖并人工复核,out and here we are pulling the wi the
S2719,01:47:23.35,01:47:30.03,M145,已覆盖并人工复核,values what is different here is that in
S2720,01:47:25.96,01:47:31.84,M145,已覆盖并人工复核,our code I have separated out the
S2721,01:47:30.03,01:47:34.59,M146,已覆盖并人工复核,multi-headed detention into just a
S2722,01:47:31.84,01:47:36.19,M146,已覆盖并人工复核,single individual head and then here I
S2723,01:47:34.59,01:47:39.48,M146,已覆盖并人工复核,have multiple heads and I explicitly
S2724,01:47:36.19,01:47:41.31,M146,已覆盖并人工复核,concatenate them whereas here uh all of
S2725,01:47:39.47,01:47:43.87,M146,已覆盖并人工复核,it is implemented in a batched manner
S2726,01:47:41.31,01:47:45.39,M146,已覆盖并人工复核,inside a single causal self attention
S2727,01:47:43.88,01:47:47.56,M146,已覆盖并人工复核,and so we don't just have a b and a T
S2728,01:47:45.39,01:47:50.11,M146,已覆盖并人工复核,and A C Dimension we also end up with a
S2729,01:47:47.56,01:47:52.36,M146,已覆盖并人工复核,fourth dimension which is the heads and
S2730,01:47:50.11,01:47:54.15,M146,已覆盖并人工复核,so it just gets a lot more sort of hairy
S2731,01:47:52.35,01:47:57.43,M146,已覆盖并人工复核,because we have four dimensional array
S2732,01:47:54.15,01:47:59.23,M146,已覆盖并人工复核,um tensors now but it is um equivalent
S2733,01:47:57.43,01:48:01.43,M146,已覆盖并人工复核,mathematically so the exact same thing
S2734,01:47:59.23,01:48:02.83,M147,已覆盖并人工复核,is happening as what we have it's just
S2735,01:48:01.43,01:48:04.51,M147,已覆盖并人工复核,it's a bit more efficient because all
S2736,01:48:02.84,01:48:05.71,M147,已覆盖并人工复核,the heads are now treated as a batch
S2737,01:48:04.52,01:48:08.19,M147,已覆盖并人工复核,Dimension as
S2738,01:48:05.71,01:48:10.56,M147,已覆盖并人工复核,well then we have the multier perceptron
S2739,01:48:08.19,01:48:13.43,M147,已覆盖并人工复核,it's using the Galu nonlinearity which
S2740,01:48:10.56,01:48:14.96,M147,已覆盖并人工复核,is defined here except instead of Ru and
S2741,01:48:13.43,01:48:17.07,M147,已覆盖并人工复核,this is done just because opening I used
S2742,01:48:14.96,01:48:19.00,M147,已覆盖并人工复核,it and I want to be able to load their
S2743,01:48:17.07,01:48:21.07,M147,已覆盖并人工复核,checkpoints uh the blocks of the
S2744,01:48:19.00,01:48:23.47,M147,已覆盖并人工复核,Transformer are identical to communicate
S2745,01:48:21.07,01:48:25.27,M147,已覆盖并人工复核,in the compute phase as we saw and then
S2746,01:48:23.47,01:48:27.71,M147,已覆盖并人工复核,the GPT will be identical we have the
S2747,01:48:25.27,01:48:30.31,M147,已覆盖并人工复核,position encodings token encodings the
S2748,01:48:27.71,01:48:33.23,M147,已覆盖并人工复核,blocks the layer Norm at the end uh the
S2749,01:48:30.31,01:48:35.59,M148,已覆盖并人工复核,final linear layer and this should look
S2750,01:48:33.23,01:48:36.83,M148,已覆盖并人工复核,all very recognizable and there's a bit
S2751,01:48:35.59,01:48:38.84,M148,已覆盖并人工复核,more here because I'm loading
S2752,01:48:36.84,01:48:40.59,M148,已覆盖并人工复核,checkpoints and stuff like that I'm
S2753,01:48:38.84,01:48:42.00,M148,已覆盖并人工复核,separating out the parameters into those
S2754,01:48:40.59,01:48:42.76,M148,已覆盖并人工复核,that should be weight decayed and those
S2755,01:48:42.00,01:48:44.96,M148,已覆盖并人工复核,that
S2756,01:48:42.76,01:48:47.15,M148,已覆盖并人工复核,shouldn't um but the generate function
S2757,01:48:44.96,01:48:48.80,M148,已覆盖并人工复核,should also be very very similar so a
S2758,01:48:47.15,01:48:51.27,M148,已覆盖并人工复核,few details are different but you should
S2759,01:48:48.80,01:48:52.88,M148,已覆盖并人工复核,definitely be able to look at this uh
S2760,01:48:51.27,01:48:55.03,M148,已覆盖并人工复核,file and be able to understand little
S2761,01:48:52.88,01:48:57.63,M148,已覆盖并人工复核,the pieces now so let's now bring things
S2762,01:48:55.03,01:48:59.56,M148,已覆盖并人工复核,back to chat GPT what would it look like
S2763,01:48:57.63,01:49:00.80,M148,已覆盖并人工复核,if we wanted to train chat GPT ourselves
S2764,01:48:59.56,01:49:03.56,M148,已覆盖并人工复核,and how does it relate to what we
S2765,01:49:00.80,01:49:05.63,M149,已覆盖并人工复核,learned today well to train in chat GPT
S2766,01:49:03.56,01:49:07.48,M149,已覆盖并人工复核,there are roughly two stages first is
S2767,01:49:05.63,01:49:09.88,M149,已覆盖并人工复核,the pre-training stage and then the
S2768,01:49:07.47,01:49:12.23,M149,已覆盖并人工复核,fine-tuning stage in the pre-training
S2769,01:49:09.88,01:49:14.71,M149,已覆盖并人工复核,stage uh we are training on a large
S2770,01:49:12.23,01:49:17.27,M149,已覆盖并人工复核,chunk of internet and just trying to get
S2771,01:49:14.71,01:49:20.31,M149,已覆盖并人工复核,a first decoder only Transformer to
S2772,01:49:17.27,01:49:23.07,M149,已覆盖并人工复核,babble text so it's very very similar to
S2773,01:49:20.31,01:49:24.67,M149,已覆盖并人工复核,what we've done ourselves except we've
S2774,01:49:23.07,01:49:28.88,M149,已覆盖并人工复核,done like a tiny little baby
S2775,01:49:24.67,01:49:30.67,M149,已覆盖并人工复核,pre-training step um and so in our case
S2776,01:49:28.88,01:49:32.71,M149,已覆盖并人工复核,uh this is how you print a number of
S2777,01:49:30.67,01:49:35.27,M149,已覆盖并人工复核,parameters I printed it and it's about
S2778,01:49:32.71,01:49:37.03,M150,已覆盖并人工复核,10 million so this Transformer that I
S2779,01:49:35.27,01:49:40.31,M150,已覆盖并人工复核,created here to create little
S2780,01:49:37.03,01:49:42.96,M150,已覆盖并人工复核,Shakespeare um Transformer was about 10
S2781,01:49:40.31,01:49:45.19,M150,已覆盖并人工复核,million parameters our data set is
